year,gender,name,rank,freq,prop
2008,F,Gabrielle,78,4019,0.00626546294116638
2008,F,Katelyn,79,3974,0.00619530971092192
2008,F,Ariana,80,3906,0.00608930038521918
2008,F,Bailey,81,3895,0.00607215181782609
2008,F,Camila,82,3844,0.00599264482354904
2008,F,Jennifer,83,3791,0.00591001990792778
2008,F,Melanie,84,3711,0.00578530305415985
2008,F,Charlotte,85,3666,0.00571514982391539
2008,F,Gianna,86,3666,0.00571514982391539
2008,F,Autumn,87,3654,0.0056964422958502
2008,F,Paige,88,3638,0.00567149892509662
2008,F,Faith,89,3620,0.00564343763299883
2008,F,Payton,90,3606,0.00562161218358944
2008,F,Sara,91,3589,0.00559510985216376
2008,F,Isabelle,92,3565,0.00555769479603338
2008,F,Caroline,93,3540,0.0055187207792309
2008,F,Genesis,94,3518,0.00548442364444472
2008,F,Mary,95,3490,0.00544077274562595
2008,F,Isabel,96,3485,0.00543297794226545
2008,F,Zoey,97,3442,0.00536594263336519
2008,F,Gracie,98,3423,0.0053363223805953
2008,F,Megan,99,3407,0.00531137900984172
2008,F,Mya,100,3335,0.00519913384145058
2008,M,Jacob,1,22568,0.0229373370003801
2008,M,Michael,2,20590,0.0209269660066389
2008,M,Ethan,3,20196,0.0205265179927188
2008,M,Joshua,4,19186,0.0194999888199793
2008,M,Daniel,5,18985,0.019295699350949
2008,M,Alexander,6,18679,0.0189846915025745
2008,M,William,7,18380,0.0186807982128229
2008,M,Anthony,8,18378,0.0186787654817877
2008,M,Christopher,9,17928,0.018221400998884
2008,M,Matthew,10,17573,0.0178605912401489
2008,M,Jayden,11,17127,0.0174072922193154
2008,M,Andrew,12,16743,0.0170170078605709
2008,M,Joseph,13,16543,0.0168137347570581
2008,M,David,14,16299,0.0165657415707726
2008,M,Noah,15,15773,0.016031133308534
2008,M,Aiden,16,15569,0.015823794742951
2008,M,James,17,15154,0.015402003053162
2008,M,Ryan,18,14672,0.0149121148736963
2008,M,Logan,19,13840,0.0140664987630832
2008,M,John,20,13307,0.0135247759422217
2008,M,Nathan,21,13248,0.0134648103766854
2008,M,Elijah,22,13208,0.0134241557559828
2008,M,Christian,23,13047,0.0132605209076551
2008,M,Gabriel,24,13017,0.0132300299421281
2008,M,Benjamin,25,12937,0.013148720700723
2008,M,Jonathan,26,12876,0.0130867224041516
2008,M,Samuel,27,12741,0.0129495130592805
2008,M,Tyler,28,12688,0.0128956456868497
2008,M,Nicholas,29,12512,0.0127167653557584
2008,M,Gavin,30,11741,0.0119331475417167
2008,M,Dylan,31,11694,0.0118853783623912
2008,M,Jackson,32,11626,0.0118162655071969
2008,M,Brandon,33,11460,0.0116475488312813
2008,M,Caleb,34,10562,0.010734852596509
2008,M,Mason,35,10474,0.0106454124309634
2008,M,Angel,36,10343,0.0105122685481625
2008,M,Isaac,37,10012,0.0101758515618489
2008,M,Evan,38,9918,0.0100803132031979
2008,M,Jack,39,9891,0.0100528713342237
2008,M,Jose,40,9811,0.00997156209281857
2008,M,Kevin,41,9786,0.00994615295487947
2008,M,Isaiah,42,9645,0.00980284541690297
2008,M,Luke,43,9412,0.0095660322513106
2008,M,Justin,44,9351,0.00950403395473921
2008,M,Landon,45,9347,0.00949996849266896
2008,M,Lucas,46,9319,0.00947151025817717
2008,M,Zachary,47,9221,0.00937190643745591
2008,M,Jordan,48,9073,0.00922148434085647
2008,M,Robert,49,8819,0.00896332749939526
2008,M,Aaron,50,8530,0.00866959786481932
2008,M,Brayden,51,8427,0.00856491221651025
2008,M,Thomas,52,8349,0.00848563570614027
2008,M,Cameron,53,8282,0.00841753921646349
2008,M,Hunter,54,8030,0.00816141510603741
2008,M,Austin,55,7978,0.0081085640991241
2008,M,Adrian,56,7921,0.00805063126462296
2008,M,Connor,57,7810,0.00793781469217338
2008,M,Owen,58,7793,0.00792053647837479
2008,M,Aidan,59,7695,0.00782093265765354
2008,M,Jason,60,7646,0.00777113074729291
2008,M,Julian,61,7453,0.00757497220240309
2008,M,Wyatt,62,7307,0.00742658283683878
2008,M,Charles,63,7276,0.0073950755057943
2008,M,Luis,64,7129,0.00724566977471242
2008,M,Carter,65,7059,0.00717452418848295
2008,M,Juan,66,7026,0.00714098412640335
2008,M,Chase,67,6995,0.00710947679535887
2008,M,Jeremiah,68,6570,0.00667752145039425
2008,M,Diego,69,6568,0.00667548871935912
2008,M,Brody,70,6297,0.00640005366409933
2008,M,Xavier,71,6270,0.0063726117951251
2008,M,Adam,72,6085,0.0061845841743758
2008,M,Carlos,73,6042,0.00614088045712056
2008,M,Sebastian,74,6032,0.00613071680194492
2008,M,Liam,75,5976,0.00607380033296134
2008,M,Hayden,76,5940,0.00603721117432905
2008,M,Nathaniel,77,5842,0.00593760735360779
2008,M,Henry,78,5775,0.00586951086393102
2008,M,Jesus,79,5754,0.00584816718806218
2008,M,Ian,80,5720,0.00581361076046501
2008,M,Tristan,81,5651,0.0057434815397531
2008,M,Bryan,82,5502,0.0055920430776361
2008,M,Sean,83,5461,0.00555037209141598
2008,M,Alex,84,5393,0.00548125923622164
2008,M,Cole,85,5385,0.00547312831208113
2008,M,Eric,86,5372,0.0054599155603528
2008,M,Brian,87,5253,0.00533896806376271
2008,M,Jaden,88,5185,0.00526985520856837
2008,M,Carson,89,5126,0.0052098896430321
2008,M,Blake,90,5093,0.0051763495809525
2008,M,Ayden,91,5054,0.00513671132576751
2008,M,Cooper,92,5045,0.00512756403610943
2008,M,Dominic,93,4953,0.00503405840849356
2008,M,Brady,94,4813,0.00489176723603463
2008,M,Caden,95,4767,0.00484501442222669
2008,M,Josiah,96,4758,0.00483586713256862
2008,M,Kyle,97,4696,0.00477285247047966
2008,M,Colton,98,4544,0.00461836491180996
2008,M,Eli,99,4508,0.00458177575317767
2008,M,Kaden,100,4493,0.00456653027041421
2009,F,Emma,1,17881,0.0291370505437634
2009,F,Olivia,2,17420,0.0283858520481158
2009,F,Sophia,3,16925,0.0275792506265419
2009,F,Ava,4,15861,0.0258454649446134
2009,F,Emily,5,15336,0.0249899785883986
2009,F,Madison,6,15218,0.024797697845478
2009,F,Abigail,7,14376,0.0234256606798917
2009,F,Chloe,8,11894,0.0193812470872726
2009,F,Mia,9,11410,0.0185925701417337
2009,F,Elizabeth,10,11020,0.0179570659914028
2009,F,Addison,11,10654,0.0173606697887845
2009,F,Alexis,12,9922,0.0161678773835479
2009,F,Samantha,13,9654,0.0157311719674231
2009,F,Ella,14,9643,0.0157132474913881
2009,F,Natalie,15,9403,0.0153221680142614
2009,F,Grace,16,8306,0.0135346089042279
2009,F,Lily,17,8092,0.0131858963704566
2009,F,Alyssa,18,7950,0.0129545076798232
2009,F,Ashley,19,7809,0.0127247484870113
2009,F,Sarah,20,7763,0.0126497915872286
2009,F,Taylor,21,7578,0.0123483344902768
2009,F,Hannah,22,7563,0.0123238920229564
2009,F,Brianna,23,7345,0.0119686614978996
2009,F,Hailey,24,7308,0.0119083700785092
2009,F,Kaylee,25,7207,0.0117437907985517
2009,F,Lillian,26,6846,0.0111555420850402
2009,F,Anna,27,6792,0.0110675492026867
2009,F,Leah,28,6779,0.011046365731009
2009,F,Allison,29,6579,0.0107204661667367
2009,F,Victoria,30,6350,0.010347311165645
2009,F,Avery,31,6294,0.0102560592876487
2009,F,Gabriella,32,6135,0.00999696913405227
2009,F,Nevaeh,33,6094,0.00993015972337645
2009,F,Kayla,34,5830,0.00949997229853704
2009,F,Sofia,35,5688,0.00926858360790372
2009,F,Brooklyn,36,5658,0.00921969867326287
2009,F,Riley,37,5631,0.00917570223208612
2009,F,Savannah,38,5580,0.00909259784319668
2009,F,Evelyn,39,5577,0.0090877093497326
2009,F,Aubrey,40,5403,0.00880417672881571
2009,F,Peyton,41,5310,0.0086526334314291
2009,F,Alexa,42,5304,0.00864285644450093
2009,F,Makayla,43,5257,0.00856627004689695
2009,F,Lauren,44,5198,0.00847012967543662
2009,F,Layla,45,5198,0.00847012967543662
2009,F,Zoe,46,5141,0.00837724829961902
2009,F,Sydney,47,5054,0.00823548198916058
2009,F,Audrey,48,5006,0.00815726609373523
2009,F,Julia,49,4987,0.00812630563512937
2009,F,Jasmine,50,4873,0.00794054288349417
2009,F,Arianna,51,4833,0.00787536297063971
2009,F,Claire,52,4824,0.00786069749024746
2009,F,Brooke,53,4792,0.00780855355996389
2009,F,Amelia,54,4690,0.00764234478218503
2009,F,Morgan,55,4610,0.00751198495647611
2009,F,Destiny,56,4599,0.00749406048044114
2009,F,Bella,57,4530,0.0073816251307672
2009,F,Madelyn,58,4495,0.00732459270701955
2009,F,Katherine,59,4426,0.00721215735734561
2009,F,Maya,60,4389,0.00715186593795524
2009,F,Kylie,61,4382,0.00714045945320571
2009,F,Aaliyah,62,4365,0.00711275799024257
2009,F,Madeline,63,4299,0.00700521113403271
2009,F,Sophie,64,4262,0.00694491971464234
2009,F,Kimberly,65,4220,0.00687648080614516
2009,F,Kaitlyn,66,4200,0.00684389084971793
2009,F,Charlotte,67,4182,0.00681455988893343
2009,F,Alexandra,68,4158,0.00677545194122075
2009,F,Maria,69,4130,0.00672982600222263
2009,F,Jocelyn,70,4108,0.00669397705015268
2009,F,Valeria,71,4087,0.00665975759590409
2009,F,Andrea,72,4057,0.00661087266126325
2009,F,Trinity,73,4013,0.00653917475712335
2009,F,Zoey,74,3990,0.00650169630723204
2009,F,Gianna,75,3932,0.00640718543359308
2009,F,Mackenzie,76,3895,0.0063468940142027
2009,F,Jessica,77,3791,0.00617742624078112
2009,F,Faith,78,3755,0.00611876431921211
2009,F,Camila,79,3733,0.00608291536714215
2009,F,Autumn,80,3707,0.00604054842378676
2009,F,Ariana,81,3686,0.00600632896953817
2009,F,Genesis,82,3667,0.0059753685109323
2009,F,Payton,83,3643,0.00593626056321963
2009,F,Bailey,84,3636,0.0059248540784701
2009,F,Angelina,85,3631,0.00591670658936329
2009,F,Caroline,86,3621,0.00590041161114968
2009,F,Mariah,87,3590,0.00584989717868747
2009,F,Rachel,88,3577,0.00582871370700977
2009,F,Katelyn,89,3565,0.00580915973315344
2009,F,Vanessa,90,3517,0.00573094383772809
2009,F,Molly,91,3504,0.00570976036605039
2009,F,Melanie,92,3481,0.00567228191615908
2009,F,Serenity,93,3468,0.00565109844448138
2009,F,Khloe,94,3452,0.0056250264793396
2009,F,Gabrielle,95,3417,0.00556799405559195
2009,F,Paige,96,3407,0.00555169907737833
2009,F,Mya,97,3400,0.0055402925926288
2009,F,Eva,98,3391,0.00552562711223655
2009,F,Isabelle,99,3301,0.00537897230831402
2009,F,Lucy,100,3176,0.00517528508064385
2009,M,Jacob,1,21144,0.0225361239870522
2009,M,Ethan,2,19834,0.0211398733995078
2009,M,Michael,3,18909,0.0201539712670814
2009,M,Alexander,4,18215,0.0194142782077259
2009,M,William,5,17899,0.0190774727224861
2009,M,Joshua,6,17622,0.0187822350028298
2009,M,Daniel,7,17521,0.0186745851483703
2009,M,Jayden,8,17263,0.0183995983914341
2009,M,Noah,9,17223,0.0183569647857075
2009,M,Christopher,10,16333,0.0174083670582919
2009,M,Anthony,11,16284,0.0173561408912768
2009,M,Aiden,12,16000,0.0170534422906184
2009,M,Matthew,13,15970,0.0170214670863235
2009,M,David,14,15420,0.0164352550075835
2009,M,Joseph,15,14895,0.0158756889324225
2009,M,Andrew,16,14844,0.0158213310851212
2009,M,Logan,17,14442,0.0153928633475694
2009,M,James,18,14175,0.0151082840293447
2009,M,Benjamin,19,13103,0.0139657033958733
2009,M,Ryan,20,13099,0.0139614400353006
2009,M,Elijah,21,12802,0.013644885512781
2009,M,Gabriel,22,12801,0.0136438196726379
2009,M,Christian,23,12625,0.0134562318074411
2009,M,Samuel,24,12133,0.0129318384570045
2009,M,Jackson,25,12111,0.0129083899738549
2009,M,Nathan,26,12111,0.0129083899738549
2009,M,John,27,12100,0.0128966657322801
2009,M,Tyler,28,11531,0.01229020269082
2009,M,Jonathan,29,11359,0.0121068781861959
2009,M,Dylan,30,11348,0.0120951539446211
2009,M,Caleb,31,10980,0.0117029247719369
2009,M,Nicholas,32,10841,0.0115547729920371
2009,M,Gavin,33,10733,0.0114396622565754
2009,M,Mason,34,10677,0.0113799752085583
2009,M,Evan,35,10273,0.0109493757907202
2009,M,Landon,36,10152,0.0108204091333974
2009,M,Angel,37,9838,0.010485735328444
2009,M,Brandon,38,9831,0.0104782744474418
2009,M,Lucas,39,9597,0.0102288678539415
2009,M,Isaac,40,9541,0.0101691808059244
2009,M,Isaiah,41,9224,0.00983130948054149
2009,M,Jack,42,9017,0.00961068057090661
2009,M,Jose,43,8805,0.00938472246055592
2009,M,Kevin,44,8766,0.00934315469497254
2009,M,Jordan,45,8640,0.00920885883693392
2009,M,Justin,46,8614,0.00918114699321166
2009,M,Luke,47,8613,0.0091800811530685
2009,M,Brayden,48,8588,0.00915343514948941
2009,M,Liam,49,8556,0.00911932826490817
2009,M,Carter,50,8165,0.00870258476893119
2009,M,Owen,51,8138,0.00867380708506577
2009,M,Connor,52,8095,0.00862797595890973
2009,M,Zachary,53,8075,0.00860665915604646
2009,M,Aaron,54,7963,0.00848728506001213
2009,M,Robert,55,7812,0.00832634319839442
2009,M,Hunter,56,7735,0.00824427350737082
2009,M,Thomas,57,7715,0.00822295670450754
2009,M,Adrian,58,7629,0.00813129445219547
2009,M,Cameron,59,7625,0.00812703109162282
2009,M,Wyatt,60,7396,0.00788295369883834
2009,M,Chase,61,7382,0.00786803193683405
2009,M,Julian,62,7375,0.0078605710558319
2009,M,Charles,63,7277,0.00775611872180187
2009,M,Austin,64,7274,0.00775292120137238
2009,M,Jeremiah,65,7210,0.0076847074322099
2009,M,Jason,66,6910,0.00736495538926081
2009,M,Juan,67,6280,0.00669347609906771
2009,M,Xavier,68,6202,0.00661034056790095
2009,M,Luis,69,6133,0.00653679759802265
2009,M,Sebastian,70,5981,0.00637478989626178
2009,M,Henry,71,5892,0.00627993012352021
2009,M,Aidan,72,5801,0.00618293867049232
2009,M,Ian,73,5800,0.00618187283034916
2009,M,Adam,74,5662,0.00603478689059257
2009,M,Nathaniel,75,5416,0.00577259021537432
2009,M,Diego,76,5411,0.0057672610146585
2009,M,Jesus,77,5384,0.00573848333079308
2009,M,Brody,78,5382,0.00573635165050675
2009,M,Carlos,79,5371,0.00572462740893195
2009,M,Tristan,80,5346,0.00569798140535286
2009,M,Dominic,81,5320,0.00567026956163061
2009,M,Cole,82,5273,0.00562017507490192
2009,M,Alex,83,5159,0.00549866929858126
2009,M,Cooper,84,5070,0.0054038095258397
2009,M,Levi,85,5008,0.00533772743696355
2009,M,Josiah,86,4999,0.00532813487567508
2009,M,Carson,87,4992,0.00532067399467293
2009,M,Ayden,88,4991,0.00531960815452977
2009,M,Blake,89,4941,0.00526631614737158
2009,M,Eli,90,4905,0.00522794590221769
2009,M,Hayden,91,4857,0.00517678557534584
2009,M,Bryan,92,4847,0.0051661271739142
2009,M,Colton,93,4766,0.00507979412231795
2009,M,Brian,94,4648,0.00495402498542464
2009,M,Eric,95,4634,0.00493910322342034
2009,M,Parker,96,4624,0.00492844482198871
2009,M,Sean,97,4330,0.0046150878198986
2009,M,Oliver,98,4284,0.00456605917331307
2009,M,Kyle,99,4171,0.00444561923713558
2009,M,Miguel,100,4169,0.00444348755684925
2010,F,Sophia,1,20612,0.035004653248103
2010,F,Emma,2,17322,0.0294173589929964
2010,F,Olivia,3,17012,0.0288908966163754
2010,F,Ava,4,15418,0.0261838610411048
2010,F,Emily,5,14260,0.0242172693245658
2010,F,Abigail,6,14228,0.0241629248211726
2010,F,Madison,7,13166,0.022359366614813
2010,F,Chloe,8,11741,0.0199393379480874
2010,F,Mia,9,10624,0.0180423751265208
2010,F,Addison,10,10317,0.0175210075470929
2010,F,Elizabeth,11,10242,0.0173936376172652
2010,F,Ella,12,9868,0.016758486233858
2010,F,Natalie,13,8765,0.0148852991325259
2010,F,Samantha,14,8396,0.0142586390777738
2010,F,Alexis,15,8249,0.0140089940153116
2010,F,Lily,16,7974,0.0135419709392768
2010,F,Grace,17,7675,0.0130341894856972
2010,F,Hailey,18,7004,0.0118946531801724
2010,F,Alyssa,19,6978,0.0118504982711655
2010,F,Hannah,20,6974,0.0118437052082413
2010,F,Lillian,21,6946,0.0117961537677724
2010,F,Avery,22,6670,0.0113274324260066
2010,F,Leah,23,6527,0.0110845804264685
2010,F,Nevaeh,24,6402,0.0108722972100891
2010,F,Sofia,25,6319,0.0107313411544131
2010,F,Anna,26,6312,0.0107194532942959
2010,F,Sarah,27,6308,0.0107126602313717
2010,F,Ashley,28,6305,0.0107075654341786
2010,F,Brianna,29,6267,0.0106430313363993
2010,F,Zoe,30,6261,0.0106328417420131
2010,F,Victoria,31,6219,0.0105615145813096
2010,F,Gabriella,32,6167,0.0104732047632957
2010,F,Brooklyn,33,6112,0.0103798001480888
2010,F,Kaylee,34,6085,0.0103339469733508
2010,F,Taylor,35,5892,0.010006181687261
2010,F,Layla,36,5882,0.00998919902995061
2010,F,Allison,37,5858,0.00994844065240576
2010,F,Evelyn,38,5837,0.00991277707205402
2010,F,Riley,39,5534,0.00939820255555027
2010,F,Amelia,40,5452,0.00925894476560536
2010,F,Khloe,41,5398,0.00916723841612945
2010,F,Makayla,42,5386,0.00914685922735702
2010,F,Savannah,43,5361,0.00910440258408114
2010,F,Aubrey,44,5354,0.00909251472396389
2010,F,Charlotte,45,5354,0.00909251472396389
2010,F,Zoey,46,5200,0.00883098180138443
2010,F,Bella,47,5109,0.0086764396198602
2010,F,Kayla,48,5047,0.008571147144536
2010,F,Alexa,49,5036,0.00855246622149461
2010,F,Peyton,50,4967,0.00843528588605316
2010,F,Audrey,51,4948,0.00840301883716349
2010,F,Claire,52,4914,0.00834527780230828
2010,F,Arianna,53,4832,0.00820602001236337
2010,F,Julia,54,4673,0.00793599576112874
2010,F,Aaliyah,55,4657,0.00790882350943217
2010,F,Kylie,56,4592,0.00779843623691486
2010,F,Lauren,57,4464,0.00758105822334232
2010,F,Sophie,58,4413,0.00749444667105951
2010,F,Sydney,59,4328,0.0073500940839215
2010,F,Camila,60,4300,0.00730254264345251
2010,F,Jasmine,61,4162,0.00706818197256961
2010,F,Morgan,62,4072,0.00691533805677642
2010,F,Alexandra,63,4016,0.00682023517583843
2010,F,Jocelyn,64,3981,0.00676079587525219
2010,F,Maya,65,3963,0.00673022709209355
2010,F,Gianna,66,3956,0.00671833923197631
2010,F,Mackenzie,67,3873,0.00657738317630036
2010,F,Kimberly,68,3865,0.00656379705045208
2010,F,Katherine,69,3861,0.00655700398752794
2010,F,Destiny,70,3719,0.0063158502537209
2010,F,Brooke,71,3699,0.00628188493910019
2010,F,Trinity,72,3693,0.00627169534471398
2010,F,Faith,73,3684,0.00625641095313466
2010,F,Lucy,74,3633,0.00616979940085185
2010,F,Madelyn,75,3616,0.00614092888342425
2010,F,Madeline,76,3601,0.00611545489745872
2010,F,Bailey,77,3586,0.00608998091149318
2010,F,Payton,78,3579,0.00607809305137594
2010,F,Andrea,79,3567,0.00605771386260351
2010,F,Autumn,80,3508,0.00595751618447242
2010,F,Melanie,81,3485,0.0059184560726586
2010,F,Serenity,82,3468,0.005889585555231
2010,F,Ariana,83,3465,0.00588449075803789
2010,F,Stella,84,3437,0.0058369393175689
2010,F,Maria,85,3413,0.00579618094002405
2010,F,Molly,86,3359,0.00570447459054813
2010,F,Caroline,87,3353,0.00569428499616192
2010,F,Genesis,88,3303,0.00560937170961015
2010,F,Kaitlyn,89,3290,0.00558729425510669
2010,F,Eva,90,3275,0.00556182026914115
2010,F,Jessica,91,3192,0.00542086421346521
2010,F,Gabrielle,92,3140,0.00533255439545136
2010,F,Angelina,93,3130,0.00531557173814101
2010,F,Naomi,94,3120,0.00529858908083066
2010,F,Valeria,95,3114,0.00528839948644444
2010,F,Mariah,96,3097,0.00525952896901684
2010,F,Natalia,97,3042,0.00516612435380989
2010,F,Rachel,98,3010,0.00511177985041675
2010,F,Paige,99,3006,0.00510498678749261
2010,F,Mya,100,2990,0.00507781453579605
2010,M,Jacob,1,22082,0.0246048866584064
2010,M,Ethan,2,17985,0.0200398010393732
2010,M,Michael,3,17308,0.0192854532326645
2010,M,Jayden,4,17152,0.019111630104383
2010,M,William,5,17030,0.0189756915040603
2010,M,Alexander,6,16742,0.018654787267233
2010,M,Noah,7,16428,0.0183049125090254
2010,M,Daniel,8,15815,0.017621876754945
2010,M,Aiden,9,15516,0.0172887157590722
2010,M,Anthony,10,15470,0.0172374602212456
2010,M,Joshua,11,15410,0.0171706051719066
2010,M,Mason,12,14831,0.016525453945785
2010,M,Christopher,13,14243,0.0158702744622626
2010,M,Andrew,14,14221,0.0158457609441716
2010,M,David,15,14171,0.0157900484030557
2010,M,Matthew,16,14099,0.0157098223438489
2010,M,Logan,17,14012,0.0156128825223073
2010,M,Elijah,18,13867,0.0154513161530713
2010,M,James,19,13852,0.0154346023907366
2010,M,Joseph,20,13798,0.0153744328463314
2010,M,Gabriel,21,12854,0.0143225800700641
2010,M,Benjamin,22,12417,0.0138356524607115
2010,M,Ryan,23,11963,0.0133297825873795
2010,M,Samuel,24,11939,0.0133030405676439
2010,M,Jackson,25,11804,0.0131526167066311
2010,M,John,26,11539,0.0128573402387171
2010,M,Nathan,27,11365,0.0126634605956339
2010,M,Jonathan,28,11103,0.0123715268801868
2010,M,Christian,29,11080,0.0123458991112735
2010,M,Liam,30,10921,0.0121687332305251
2010,M,Dylan,31,10504,0.0117040906376189
2010,M,Landon,32,10463,0.0116584063539039
2010,M,Caleb,33,10456,0.0116506065981477
2010,M,Tyler,34,10435,0.011627207330879
2010,M,Lucas,35,10368,0.0115525525257838
2010,M,Evan,36,9722,0.0108327464945669
2010,M,Nicholas,37,9633,0.0107335781713807
2010,M,Gavin,38,9607,0.0107046076500004
2010,M,Isaac,39,9341,0.0104082169312641
2010,M,Brayden,40,9098,0.010137453981441
2010,M,Luke,41,8830,0.00983883476106005
2010,M,Angel,42,8760,0.00976083720349786
2010,M,Isaiah,43,8554,0.00953130153410053
2010,M,Brandon,44,8530,0.00950455951436492
2010,M,Jack,45,8514,0.00948673150120785
2010,M,Jordan,46,8223,0.00916248451191357
2010,M,Owen,47,8171,0.00910454346915308
2010,M,Carter,48,8148,0.00907891570023979
2010,M,Connor,49,8047,0.00896637636718576
2010,M,Justin,50,7838,0.00873349794532148
2010,M,Jeremiah,51,7717,0.00859867359582111
2010,M,Jose,52,7696,0.00857527432855246
2010,M,Julian,53,7571,0.00843599297576282
2010,M,Robert,54,7539,0.00840033694944867
2010,M,Aaron,55,7450,0.00830116862626245
2010,M,Adrian,56,7395,0.00823988483103501
2010,M,Wyatt,57,7363,0.00820422880472086
2010,M,Kevin,58,7318,0.00815408751771659
2010,M,Hunter,59,7309,0.00814405926031573
2010,M,Cameron,60,7183,0.00800366365670378
2010,M,Zachary,61,7164,0.00798249289107975
2010,M,Thomas,62,7114,0.0079267803499639
2010,M,Charles,63,7090,0.00790003833022829
2010,M,Austin,64,6892,0.0076794166674095
2010,M,Eli,65,6550,0.00729834288617705
2010,M,Chase,66,6432,0.00716686128914363
2010,M,Henry,67,6390,0.00712006275460631
2010,M,Sebastian,68,6347,0.00707214996924668
2010,M,Jason,69,6264,0.00697966715099436
2010,M,Levi,70,5988,0.00667213392403484
2010,M,Xavier,71,5743,0.00639914247256715
2010,M,Ian,72,5549,0.00618297781303763
2010,M,Colton,73,5310,0.00591667186650384
2010,M,Dominic,74,5287,0.00589104409759054
2010,M,Cooper,75,5252,0.00585204531880945
2010,M,Juan,76,5235,0.00583310305483005
2010,M,Josiah,77,5199,0.00579299002522664
2010,M,Ayden,78,5123,0.00570830696273054
2010,M,Luis,79,5123,0.00570830696273054
2010,M,Carson,80,5096,0.00567822219052798
2010,M,Adam,81,5093,0.00567487943806103
2010,M,Nathaniel,82,5092,0.00567376518723871
2010,M,Brody,83,5048,0.00562473815105676
2010,M,Tristan,84,4886,0.00544422951784138
2010,M,Parker,85,4727,0.00526706363709296
2010,M,Diego,86,4714,0.00525257837640284
2010,M,Blake,87,4695,0.00523140761077882
2010,M,Oliver,88,4659,0.0051912945811754
2010,M,Carlos,89,4583,0.0051066115186793
2010,M,Cole,90,4583,0.0051066115186793
2010,M,Jaden,91,4511,0.00502638545947247
2010,M,Jesus,92,4451,0.00495953041013344
2010,M,Alex,93,4428,0.00493390264122015
2010,M,Aidan,94,4302,0.00479350703760819
2010,M,Eric,95,4188,0.00466648244386404
2010,M,Hayden,96,4183,0.00466091118975246
2010,M,Bryan,97,3930,0.00437900573170623
2010,M,Max,98,3846,0.00428540866263159
2010,M,Jaxon,99,3833,0.00427092340194147
2010,M,Bentley,100,3764,0.00419404009520159
2011,F,Isabella,1,19870,0.0341617309527289
2011,F,Emma,2,18777,0.0322825778610665
2011,F,Olivia,3,17294,0.0297329126872921
2011,F,Ava,4,15480,0.026614171874597
2011,F,Emily,5,14236,0.0244754102588349
2011,F,Abigail,6,13229,0.0227441136775868
2011,F,Madison,7,12360,0.0212500752177015
2011,F,Mia,8,11512,0.0197921412545453
2011,F,Chloe,9,10970,0.0188603013865846
2011,F,Elizabeth,10,10062,0.0172992117184881
2011,F,Ella,11,9575,0.0164619312467227
2011,F,Addison,12,9291,0.0159736609100052
2011,F,Natalie,13,8626,0.0148303518469169
2011,F,Lily,14,8172,0.0140498070128687
2011,F,Grace,15,7622,0.0131042130509159
2011,F,Samantha,16,7379,0.0126864324459077
2011,F,Avery,17,7335,0.0126107849289515
2011,F,Sofia,18,7321,0.0125867152644654
2011,F,Aubrey,19,7169,0.0123253874786167
2011,F,Brooklyn,20,7155,0.0123013178141306
2011,F,Lillian,21,6902,0.0118663445916324
2011,F,Victoria,22,6878,0.0118250823096562
2011,F,Evelyn,23,6702,0.0115224922418314
2011,F,Hannah,24,6555,0.0112697607647276
2011,F,Alexis,25,6510,0.0111923939860224
2011,F,Charlotte,26,6418,0.0110342219051139
2011,F,Zoey,27,6392,0.0109895210996398
2011,F,Leah,28,6377,0.0109637321734047
2011,F,Amelia,29,6362,0.0109379432471697
2011,F,Zoe,30,6292,0.0108175949247393
2011,F,Hailey,31,6263,0.0107677363340182
2011,F,Gabriella,32,6082,0.0104565499574483
2011,F,Nevaeh,33,6075,0.0104445151252052
2011,F,Layla,34,6073,0.0104410766017072
2011,F,Kaylee,35,6033,0.010372306131747
2011,F,Alyssa,36,6001,0.0103172897557789
2011,F,Anna,37,5646,0.0097069518348821
2011,F,Sarah,38,5541,0.00952642935123658
2011,F,Allison,39,5453,0.00937513431732414
2011,F,Savannah,40,5438,0.00934934539108907
2011,F,Ashley,41,5394,0.00927369787413285
2011,F,Audrey,42,5206,0.00895047666531991
2011,F,Taylor,43,5184,0.0089126529068418
2011,F,Brianna,44,5173,0.00889374102760275
2011,F,Aaliyah,45,5104,0.0087751119669214
2011,F,Riley,46,5030,0.00864788659749503
2011,F,Camila,47,4967,0.00853957310730772
2011,F,Khloe,48,4943,0.0084983108253316
2011,F,Claire,49,4893,0.00841234773788135
2011,F,Sophie,50,4722,0.0081183539788015
2011,F,Arianna,51,4681,0.0080478642470923
2011,F,Harper,52,4668,0.00802551384435523
2011,F,Peyton,53,4668,0.00802551384435523
2011,F,Alexa,54,4503,0.00774183565576941
2011,F,Makayla,55,4439,0.00763180290383309
2011,F,Julia,56,4343,0.00746675377592862
2011,F,Kylie,57,4340,0.0074615959906816
2011,F,Kayla,58,4315,0.00741861444695648
2011,F,Bella,59,4256,0.00731717800376518
2011,F,Katherine,60,4181,0.00718823337258981
2011,F,Lauren,61,4095,0.00704037686217538
2011,F,Gianna,62,4061,0.00698192196270921
2011,F,Maya,63,4011,0.00689595887525896
2011,F,Sydney,64,3968,0.00682203062005175
2011,F,Serenity,65,3849,0.00661743847192016
2011,F,Kimberly,66,3796,0.00652631759922289
